standard_inchi_key,canonical_smiles,mw,qed,no_ro5_violations,rtb,max_phase,clean_smiles,SubstructureMatches,Min_N_O_filter,Frac_N_O,Covalent,SpecialMol,SeverityScore,SeverityComment
PUFQVTATUTYEAL-UHFFFAOYSA-N,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,343.47,0.67,0,10,4,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,no match,no match,0.2,0,0,0,CLEAR
YEZNLOUZAIOMLT-UHFFFAOYSA-N,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,261.71,0.87,0,3,4,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,no match,no match,0.16666666666666666,0,0,0,CLEAR
XFZLBLTUANGZBD-UHFFFAOYSA-N,Cl.Cl.N#Cc1cccc(C(NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,635.49,0.23,2,9,4,N#Cc1cccc(C(NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,no match,no match,0.17073170731707318,0,0,0,CLEAR
MUICUPWICXUNRS-GDCCIXDYSA-N,CC1=CC[C@H](C(=O)N(c2cc(C#CC(C)(C)C)sc2C(=O)O)[C@H]2CC[C@](O)(CO[C@H]3CCOC3)CC2)CC1,543.73,0.35,2,7,2,CC1=CC[C@H](C(=O)N(c2cc(C#CC(C)(C)C)sc2C(=O)O)[C@H]2CC[C@](O)(CO[C@H]3CCOC3)CC2)CC1,no match,no match,0.18421052631578946,0,0,0,CLEAR
RHKZVMUBMXGOLL-UHFFFAOYSA-N,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1.Cl,327.85,0.82,0,6,4,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,no match,no match,0.19047619047619047,0,0,0,CLEAR
DWYRIWUZIJHQKQ-SANMLTNESA-N,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,498.57,0.39,0,5,4,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,no match,no match,0.2702702702702703,0,0,0,CLEAR
BTFMCMVEUCGQDX-UHFFFAOYSA-N,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,410.58,0.65,0,7,4,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,no match,no match,0.13793103448275862,0,0,0,CLEAR
USSIQXCVUWKGNF-UHFFFAOYSA-N,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,309.45,0.76,0,7,4,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,no match,no match,0.08695652173913043,0,0,0,CLEAR
IYFNEFQTYQPVOC-UHFFFAOYSA-N,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,516.67,0.40,1,11,3,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,no match,no match,0.2777777777777778,0,0,0,CLEAR
ACCMWZWAEFYUGZ-UHFFFAOYSA-N,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,463.62,0.44,0,10,4,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,no match,no match,0.17647058823529413,0,0,0,CLEAR
WTYGAUXICFETTC-UHFFFAOYSA-N,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,236.27,0.56,0,2,4,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,no match,no match,0.29411764705882354,0,0,0,CLEAR
CQBKFGJRAOXYIP-UHFFFAOYSA-N,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1.O=C(O)CCC(=O)O,581.59,0.41,1,9,4,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1.O=C(O)CCC(=O)O,no match,no match,0.24390243902439024,0,0,0,CLEAR
PGXYIBJJCLWJST-MUUNZHRXSA-N,Cc1ccc(C(=O)N(CCCN)[C@@H](c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1,517.07,0.27,2,9,1,Cc1ccc(C(=O)N(CCCN)[C@@H](c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1,no match,no match,0.13513513513513514,0,0,0,CLEAR
RAOHHYUBMJLHNC-UHFFFAOYSA-N,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl.O,363.95,0.77,1,2,4,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,no match,no match,0.045454545454545456,0,0,0,CLEAR
XNCDYJFPRPDERF-UHFFFAOYSA-N,CCN(CC)C(=O)C1(c2ccccc2)CC1CN.Cl,282.81,0.86,0,5,4,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,no match,no match,0.16666666666666666,0,0,0,CLEAR
ZEWQUBUPAILYHI-UHFFFAOYSA-N,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,407.51,0.71,0,4,4,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,no match,no match,0.10714285714285714,0,0,0,CLEAR
FTBQORVNHOIASH-CKYFFXLPSA-N,CCC1=C[C@@H]2[C@H](C1)C[C@]2(CN)CC(=O)O,209.29,0.69,0,4,3,CCC1=C[C@@H]2[C@H](C1)C[C@]2(CN)CC(=O)O,no match,no match,0.2,0,0,0,CLEAR
UCRHFBCYFMIWHC-UHFFFAOYSA-N,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,535.52,0.33,2,6,3,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,no match,no match,0.16216216216216217,0,0,0,CLEAR
XQVVPGYIWAGRNI-JOCHJYFZSA-N,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,521.67,0.57,1,7,2,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,no match,no match,0.2631578947368421,0,0,0,CLEAR
RSMYFSPOTCDHHJ-GOSISDBHSA-N,COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12,479.59,0.51,0,7,1,COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12,no match,no match,0.2857142857142857,0,0,0,CLEAR
SWECWXGUJQLXJF-BTJKTKAUSA-N,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1.O=C(O)/C=C\C(=O)O,408.50,0.82,0,5,4,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,no match,no match,0.09090909090909091,0,0,0,CLEAR
XPCFTKFZXHTYIP-PMACEKPBSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,424.50,0.60,0,9,4,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,no match,no match,0.22580645161290322,0,0,0,CLEAR
YBCPYHQFUMNOJG-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,345.87,0.79,0,5,4,COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,no match,no match,0.125,0,0,0,CLEAR
MJJDYOLPMGIWND-UHFFFAOYSA-N,c1ccc2cc(COC3CCNCC3)ccc2c1,241.33,0.89,0,3,1,c1ccc2cc(COC3CCNCC3)ccc2c1,no match,no match,0.1111111111111111,0,0,0,CLEAR
WCWUXEGQKLTGDX-LLVKDONJSA-N,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,370.38,0.56,0,5,3,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,no match,no match,0.25925925925925924,0,0,0,CLEAR
UIEATEWHFDRYRU-UHFFFAOYSA-N,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,366.55,0.60,0,10,4,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,no match,no match,0.1111111111111111,0,0,0,CLEAR
GMTYREVWZXJPLF-SXWPHCFWSA-N,O=C(O)C(O)C(O)C(=O)O.Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,477.55,0.88,0,2,4,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,no match,no match,0.125,0,0,0,CLEAR
HRSANNODOVBCST-UHFFFAOYSA-N,CC(C)NCC(O)c1ccc2ccccc2c1,229.32,0.84,0,4,4,CC(C)NCC(O)c1ccc2ccccc2c1,no match,no match,0.11764705882352941,0,0,0,CLEAR
AUXUFNHAVGIVDC-DXTSEPBQSA-N,Cc1ccc(-c2cc([C@@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)on2)cc1,392.93,0.54,1,3,1,Cc1ccc(-c2cc([C@@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)on2)cc1,no match,no match,0.10714285714285714,0,0,0,CLEAR
SUPRUPHAEXPGPF-QWHCGFSZSA-N,c1cnc2c(c1)O[C@H]1CCN3CC[C@@]1(C2)C3,216.28,0.66,0,0,3,c1cnc2c(c1)O[C@H]1CCN3CC[C@@]1(C2)C3,no match,no match,0.1875,0,0,0,CLEAR
CZGVOBIGEBDYTP-VSGBNLITSA-N,CCCC[C@]1(CC)CS(=O)(=O)c2cc(CNC(CC(=O)O)CC(=O)O)c(OC)cc2[C@@H](c2ccccc2)N1,546.69,0.29,1,13,3,CCCC[C@]1(CC)CS(=O)(=O)c2cc(CNC(CC(=O)O)CC(=O)O)c(OC)cc2[C@@H](c2ccccc2)N1,no match,no match,0.23684210526315788,0,0,0,CLEAR
PMGQWSIVQFOFOQ-YKVZVUFRSA-N,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O,459.97,0.72,1,6,4,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,no match,no match,0.08333333333333333,0,0,0,CLEAR
IJDQETGUEUJVTB-HNNXBMFYSA-N,Nc1c(C(=O)c2cccc(OC[C@@H](O)CO)c2)cnn1-c1ccc(F)cc1,371.37,0.54,0,7,1,Nc1c(C(=O)c2cccc(OC[C@@H](O)CO)c2)cnn1-c1ccc(F)cc1,no match,no match,0.25925925925925924,0,0,0,CLEAR
VMIZTXDGZPTKIK-UHFFFAOYSA-N,Cl.N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,461.00,0.58,1,7,4,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,no match,no match,0.125,0,0,0,CLEAR
MWQCHHACWWAQLJ-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,324.81,0.84,0,3,4,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,no match,no match,0.13043478260869565,0,0,0,CLEAR
SPWZXWDPAWDKQE-UHFFFAOYSA-N,CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)CC3CCCCC3)CC2)c1,450.65,0.54,0,10,3,CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)CC3CCCCC3)CC2)c1,no match,no match,0.22580645161290322,0,0,0,CLEAR
CURUTKGFNZGFSE-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,309.49,0.65,0,7,4,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,no match,no match,0.13636363636363635,0,0,0,CLEAR
GCWIQUVXWZWCLE-INIZCTEOSA-N,Cc1noc2c1-c1ccccc1C(c1ccc(Cl)cc1)=N[C@H]2CC(N)=O,365.82,0.76,0,3,3,Cc1noc2c1-c1ccccc1C(c1ccc(Cl)cc1)=N[C@H]2CC(N)=O,no match,no match,0.19230769230769232,0,0,0,CLEAR
HXLOHDZQBKCUCR-WOZUAGRISA-N,CC(C)n1c(=O)c(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3C[C@@H](O)CN(C)S(C)(=O)=O)cc2ccccc21,504.65,0.56,1,8,2,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3C[C@@H](O)CN(C)S(C)(=O)=O)cc2ccccc21,no match,no match,0.2571428571428571,0,0,0,CLEAR
NSMXQKNUPPXBRG-VIFPVBQESA-N,C[C@H](O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,280.33,0.78,0,5,2,C[C@H](O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,no match,no match,0.35,0,0,0,CLEAR
DUGOZIWVEXMGBE-CHWSQXEVSA-N,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,233.31,0.81,0,3,4,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,no match,no match,0.17647058823529413,0,0,0,CLEAR
VYVKHNNGDFVQGA-UHFFFAOYSA-N,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,429.56,0.34,0,13,4,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,no match,no match,0.1935483870967742,0,0,0,CLEAR
LICVMCOINZNZNW-BATHLIJTSA-N,CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@]34C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C.Cl,541.24,0.52,2,2,2,CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,no match,no match,0.14285714285714285,0,0,0,CLEAR
MSIJLVMSKDXAQN-UHFFFAOYSA-N,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1.Cl,337.29,0.85,0,3,1,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,no match,no match,0.09523809523809523,0,0,0,CLEAR
MUGXRYIUWFITCP-PGRDOPGGSA-N,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,410.42,0.67,0,6,4,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,no match,no match,0.2,0,0,0,CLEAR
LZLBRISQTJVZNP-UHFFFAOYSA-N,CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(OCC3CCOCC3)c(CO)c2)cc1,461.62,0.57,0,10,1,CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(OCC3CCOCC3)c(CO)c2)cc1,no match,no match,0.1875,0,0,0,CLEAR
YOYLLRBMGQRFTN-IOMBULRVSA-N,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1)[C@H]2O5,413.56,0.69,0,2,1,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1)[C@H]2O5,no match,no match,0.16666666666666666,0,0,0,CLEAR
PNUZDKCDAWUEGK-CYZMBNFOSA-N,N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,409.82,0.81,0,3,2,N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,no match,no match,0.21428571428571427,0,0,0,CLEAR
BABFYCSPNDKXRI-UHFFFAOYSA-N,NCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,489.09,0.50,0,10,2,NCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,no match,no match,0.18181818181818182,0,0,0,CLEAR
KOAITBOFZOEDOC-BJMVGYQFSA-N,Cc1cc(F)cc(C)c1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,462.50,0.25,1,6,1,Cc1cc(F)cc(C)c1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,no match,no match,0.15151515151515152,0,0,0,CLEAR
TTZSNFLLYPYKIL-UHFFFAOYSA-N,Cc1cc2cc(Oc3ccnc(Nc4cccc(CS(=O)(=O)NCCN(C)C)c4)n3)ccc2[nH]1,480.59,0.32,0,10,3,Cc1cc2cc(Oc3ccnc(Nc4cccc(CS(=O)(=O)NCCN(C)C)c4)n3)ccc2[nH]1,no match,no match,0.2647058823529412,0,0,0,CLEAR
NRJKIOCCERLIDG-GOSISDBHSA-N,COc1cc(S(C)(=O)=O)ccc1Nc1nc2ccc(-c3ccc(NC(=O)[C@H](C)c4ccc(F)cc4)cc3)cn2n1,559.62,0.26,2,8,1,COc1cc(S(C)(=O)=O)ccc1Nc1nc2ccc(-c3ccc(NC(=O)[C@H](C)c4ccc(F)cc4)cc3)cn2n1,no match,no match,0.225,0,0,0,CLEAR
SHZKQBHERIJWAO-AATRIKPKSA-N,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,228.25,0.81,0,4,3,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,no match,no match,0.23529411764705882,0,0,0,CLEAR
PCFGECQRSMVKCC-UHFFFAOYSA-N,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.Cl.Cl,392.80,0.76,0,8,4,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,no match,no match,0.13636363636363635,0,0,0,CLEAR
IFGWYHGYNVGVRB-UHFFFAOYSA-N,CC(C)Cn1ncc2cc(Oc3ccc(F)cc3F)c(C(=O)NCCN(C)C)cc21,416.47,0.60,0,8,3,CC(C)Cn1ncc2cc(Oc3ccc(F)cc3F)c(C(=O)NCCN(C)C)cc21,no match,no match,0.2,0,0,0,CLEAR
KVHRYLNQDWXAGI-UHFFFAOYSA-N,COc1cn(-c2ccc(-n3cccn3)cc2F)nc(-c2ccnn2-c2ccccc2)c1=O,428.43,0.43,0,5,2,COc1cn(-c2ccc(-n3cccn3)cc2F)nc(-c2ccnn2-c2ccccc2)c1=O,no match,no match,0.25,0,0,0,CLEAR
RDUHXGIIUDVSHR-UHFFFAOYSA-N,CCCCNCC(O)c1ccc(O)cc1,209.29,0.63,0,6,4,CCCCNCC(O)c1ccc(O)cc1,no match,no match,0.2,0,0,0,CLEAR
IMOZEMNVLZVGJZ-QGZVFWFLSA-N,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,460.51,0.60,0,8,4,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,no match,no match,0.28125,0,0,0,CLEAR
IUVSEUFHPNITEQ-UHFFFAOYSA-N,Fc1ccc(-c2cncc(CN3CCN(c4cccc5c4OCCO5)CC3)c2)cc1,405.47,0.66,0,4,1,Fc1ccc(-c2cncc(CN3CCN(c4cccc5c4OCCO5)CC3)c2)cc1,no match,no match,0.16666666666666666,0,0,0,CLEAR
NEQYWYXGTJDAKR-JTQLQIEISA-N,C[C@H](Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O,354.80,0.76,0,3,1,C[C@H](Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O,no match,no match,0.24,0,0,0,CLEAR
JALHGCPDPSNJNY-UHFFFAOYSA-N,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2.Cl,409.91,0.75,0,5,4,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,no match,no match,0.15384615384615385,0,0,0,CLEAR
IUEWXNHSKRWHDY-PHIMTYICSA-N,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,323.42,0.83,0,6,3,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,no match,no match,0.3181818181818182,0,0,0,CLEAR
UNVWTBOGMHPKJM-CWKRKGSWSA-N,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](CN2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1,455.57,0.70,0,6,2,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](CN2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1,no match,no match,0.15625,0,0,0,CLEAR
PKQXLRYFPSZKDU-QFIPXVFZSA-N,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCN1CCN(C)CC1)c1nnc(C)n1-2,540.14,0.46,1,7,1,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCN1CCN(C)CC1)c1nnc(C)n1-2,no match,no match,0.21621621621621623,0,0,0,CLEAR
ZUQBAQVRAURMCL-DOMZBBRYSA-N,Nc1nc2c(c(=O)[nH]1)C[C@@H](CCc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2,443.46,0.32,1,9,2,Nc1nc2c(c(=O)[nH]1)C[C@@H](CCc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2,no match,no match,0.34375,0,0,0,CLEAR
ZUMNJDGBYXHASJ-UHFFFAOYSA-N,CCOC(=O)Cn1nc(C(F)(F)F)cc1-c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1,452.45,0.52,0,6,2,CCOC(=O)Cn1nc(C(F)(F)F)cc1-c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1,no match,no match,0.1935483870967742,0,0,0,CLEAR
GMPZPHGHNDMRKL-RZDIXWSQSA-N,CN1Cc2cc(Cl)ccc2-n2c(nnc2[C@H]2CC[C@H](Oc3ccccn3)CC2)C1,409.92,0.64,0,3,3,CN1Cc2cc(Cl)ccc2-n2c(nnc2[C@H]2CC[C@H](Oc3ccccn3)CC2)C1,no match,no match,0.20689655172413793,0,0,0,CLEAR
IDXKJSSOUXWLDB-UHFFFAOYSA-N,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(C(C)(C)C(F)(F)F)on2)c(F)c1,467.42,0.50,0,7,1,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(C(C)(C)C(F)(F)F)on2)c(F)c1,no match,no match,0.21212121212121213,0,0,0,CLEAR
NJNXCJPSMWKXHO-VIFPVBQESA-N,C[C@H](Oc1ccc(-c2nc(-c3ccc4[nH]cnc4c3)no2)cc1C(F)(F)F)C(F)(F)F,442.32,0.41,1,4,1,C[C@H](Oc1ccc(-c2nc(-c3ccc4[nH]cnc4c3)no2)cc1C(F)(F)F)C(F)(F)F,no match,no match,0.1935483870967742,0,0,0,CLEAR
JFMWPOCYMYGEDM-XFULWGLBSA-N,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O,404.37,0.80,0,4,4,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,no match,no match,0.2608695652173913,0,0,0,CLEAR
ZLHFILGSQDJULK-UHFFFAOYSA-N,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,518.93,0.33,2,6,3,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,no match,no match,0.21621621621621623,0,0,0,CLEAR
PHLBKPHSAVXXEF-UHFFFAOYSA-N,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,371.87,0.69,0,5,4,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,no match,no match,0.23076923076923078,0,0,0,CLEAR
HQSBCDPYXDGTCL-UHFFFAOYSA-N,Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,321.34,0.55,0,3,2,Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,no match,no match,0.3333333333333333,0,0,0,CLEAR
JWHYSEDOYMYMNM-QGZVFWFLSA-N,CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1,444.47,0.49,1,11,3,CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1,no match,no match,0.16666666666666666,0,0,0,CLEAR
HCAWPGARWVBULJ-IAGOWNOFSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21,314.47,0.57,1,4,2,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21,no match,no match,0.08695652173913043,0,0,0,CLEAR
LVXJQMNHJWSHET-AATRIKPKSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,469.95,0.47,1,7,4,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,no match,no match,0.21212121212121213,0,0,0,CLEAR
KXNZMBFOWDNCRU-QVMZSJACSA-N,CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O.Cl,295.76,0.56,0,3,2,CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O,no match,no match,0.3333333333333333,0,0,0,CLEAR
FVWPYVZWVOLAOP-DQEYMECFSA-N,CCOC(=O)[C@H](CCCc1ccccc1)C1(C(=O)N[C@H]2CCc3ccccc3N(CC(=O)O)C2=O)CCCC1,534.65,0.42,1,11,2,CCOC(=O)[C@H](CCCc1ccccc1)C1(C(=O)N[C@H]2CCc3ccccc3N(CC(=O)O)C2=O)CCCC1,no match,no match,0.20512820512820512,0,0,0,CLEAR
YPELFRMCRYSPKZ-UHFFFAOYSA-N,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,421.90,0.67,0,7,3,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,no match,no match,0.20689655172413793,0,0,0,CLEAR
RXKMOPXNWTYEHI-RDRKJGRWSA-N,Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,477.43,0.54,1,6,4,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,no match,no match,0.06666666666666667,0,0,0,CLEAR
