standard_inchi_key,canonical_smiles,mw,qed,no_ro5_violations,rtb,max_phase,clean_smiles,SubstructureMatches,Min_N_O_filter,Frac_N_O,Covalent,SpecialMol,SeverityScore,SeverityComment
OVBPIULPVIDEAO-LBPRGKRZSA-N,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,441.40,0.26,1,9,4,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,no match,no match,0.40625,0,0,0,CLEAR
CXOFVDLJLONNDW-UHFFFAOYSA-N,O=C1N=C(O)NC1(c1ccccc1)c1ccccc1,252.27,0.86,0,2,4,O=C1N=C(O)NC1(c1ccccc1)c1ccccc1,no match,no match,0.21052631578947367,0,0,0,CLEAR
WPFUFWIHMYZXSF-UHFFFAOYSA-N,CN1CCC(c2ccccc2CC(C)(C)Nc2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1,576.70,0.31,2,8,3,CN1CCC(c2ccccc2CC(C)(C)Nc2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1,no match,no match,0.21428571428571427,0,0,0,CLEAR
AWEZYKMQFAUBTD-UHFFFAOYSA-N,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1.Cl,371.93,0.88,0,5,4,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,no match,no match,0.21739130434782608,0,0,0,CLEAR
XLLRLAABUFOJPC-UHFFFAOYSA-N,Cc1occc1C(=O)Nc1nn(Cc2ccc(C(F)(F)F)cc2)c2ccccc12,399.37,0.51,1,4,1,Cc1occc1C(=O)Nc1nn(Cc2ccc(C(F)(F)F)cc2)c2ccccc12,no match,no match,0.1724137931034483,0,0,0,CLEAR
DWSGTFTVBLXELC-RDYJJYPNSA-N,Br.CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2,356.26,0.86,0,3,4,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,no match,no match,0.2,0,0,0,CLEAR
SKIVFJLNDNKQPD-UHFFFAOYSA-N,CC(=O)NS(=O)(=O)c1ccc(N)cc1,214.25,0.68,0,2,4,CC(=O)NS(=O)(=O)c1ccc(N)cc1,no match,no match,0.35714285714285715,0,0,0,CLEAR
YGULWPYYGQCFMP-UHFFFAOYSA-N,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O,684.82,0.71,0,9,4,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1,no match,no match,0.21052631578947367,0,0,0,CLEAR
BSQPTZYKCAULBH-UHFFFAOYSA-N,CN1CCC2(CC1)NCC(=O)N2Cc1ccccc1,259.35,0.86,0,2,2,CN1CCC2(CC1)NCC(=O)N2Cc1ccccc1,no match,no match,0.21052631578947367,0,0,0,CLEAR
NZQDWKCNBOELAI-KSFYIVLOSA-N,O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OC[C@H](Cc1ccccc1)[C@H]2O,428.41,0.59,1,4,2,O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OC[C@H](Cc1ccccc1)[C@H]2O,no match,no match,0.12903225806451613,0,0,0,CLEAR
WSMXIQXWHPSVDE-ZPJPNJFZSA-N,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.CC(=O)O,567.79,0.38,1,5,4,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,no match,no match,0.17142857142857143,0,0,0,CLEAR
PWHIUQBBGPGFFV-GOSISDBHSA-N,Cc1cnc(NC2CCOCC2)nc1-n1cnc(C(=O)N[C@H](CN)c2cc(F)cc(Cl)c2)c1,473.94,0.48,0,7,1,Cc1cnc(NC2CCOCC2)nc1-n1cnc(C(=O)N[C@H](CN)c2cc(F)cc(Cl)c2)c1,no match,no match,0.2727272727272727,0,0,0,CLEAR
QCMHGCDOZLWPOT-FMNCTDSISA-N,COc1ccccc1CC[C@@H]1CCc2cc([C@H]3CC[C@](N)(CO)C3)ccc2C1,379.54,0.78,0,6,1,COc1ccccc1CC[C@@H]1CCc2cc([C@H]3CC[C@](N)(CO)C3)ccc2C1,no match,no match,0.10714285714285714,0,0,0,CLEAR
HUPFGZXOMWLGNK-UHFFFAOYSA-N,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,250.20,0.86,0,2,4,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,no match,no match,0.16666666666666666,0,0,0,CLEAR
DBAKFASWICGISY-BTJKTKAUSA-N,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,390.87,0.82,0,5,4,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,no match,no match,0.10526315789473684,0,0,0,CLEAR
YWPHCCPCQOJSGZ-UHFFFAOYSA-N,CCOc1ccccc1OCC1CNCCO1,237.30,0.84,0,5,4,CCOc1ccccc1OCC1CNCCO1,no match,no match,0.23529411764705882,0,0,0,CLEAR
MQJKPEGWNLWLTK-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,248.31,0.79,0,2,4,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,no match,no match,0.23529411764705882,0,0,0,CLEAR
RBZNJGHIKXAKQE-UHFFFAOYSA-N,OC1CCC(Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1,308.39,0.69,0,3,2,OC1CCC(Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1,no match,no match,0.21739130434782608,0,0,0,CLEAR
SIFNOOUKXBRGGB-AREMUKBSSA-N,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1,458.65,0.37,1,10,3,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1,no match,no match,0.11764705882352941,0,0,0,CLEAR
NYORQUCSPQVLTE-UHFFFAOYSA-N,NC(=O)C1CCCC2c3cc(Cl)ccc3NC12,250.73,0.80,0,1,2,NC(=O)C1CCCC2c3cc(Cl)ccc3NC12,no match,no match,0.17647058823529413,0,0,0,CLEAR
JAUOIFJMECXRGI-UHFFFAOYSA-N,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,310.83,0.79,0,0,4,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,no match,no match,0.09090909090909091,0,0,0,CLEAR
QWZIZKOBUUSCLO-UHFFFAOYSA-L,O=C([O-])CCCO.O=C([O-])CCCO.[Mg+2],230.50,0.52,0,3,4,O=C(O)CCCO.O=C(O)CCCO,no match,no match,0.42857142857142855,0,0,0,CLEAR
JWJOTENAMICLJG-QWBYCMEYSA-N,C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F,528.54,0.43,2,2,4,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,no match,no match,0.10810810810810811,0,0,0,CLEAR
DBXGGXLBTWZXBB-MRXNPFEDSA-N,O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1[C@@H]1CCOc2c(F)cccc21,420.38,0.47,0,2,1,O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1[C@@H]1CCOc2c(F)cccc21,no match,no match,0.25806451612903225,0,0,0,CLEAR
NXIPMBQVNTWEEX-UHFFFAOYSA-N,c1cncc(N2CCC3(CCCN3)C2)c1,203.29,0.75,0,1,1,c1cncc(N2CCC3(CCCN3)C2)c1,no match,no match,0.2,0,0,0,CLEAR
POGQSBRIGCQNEG-UHFFFAOYSA-N,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,238.20,0.85,0,3,4,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,no match,no match,0.29411764705882354,0,0,0,CLEAR
FSBMCTDYWXIBLM-UHFFFAOYSA-N,Cc1c(Br)c(Br)c2c3c1nc(N1CCNCC1)n3CCC2,414.14,0.78,0,1,1,Cc1c(Br)c(Br)c2c3c1nc(N1CCNCC1)n3CCC2,no match,no match,0.19047619047619047,0,0,0,CLEAR
DNTDOBSIBZKFCP-YDALLXLXSA-N,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O.Cl,327.85,0.87,0,5,4,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,no match,no match,0.19047619047619047,0,0,0,CLEAR
SIEYLFHKZGLBNX-UHFFFAOYSA-N,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl,324.90,0.89,0,5,4,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,no match,no match,0.14285714285714285,0,0,0,CLEAR
PZFAZQUREQIODZ-LJQANCHMSA-N,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,448.53,0.62,0,5,3,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,no match,no match,0.2727272727272727,0,0,0,CLEAR
OGQDIIKRQRZXJH-UHFFFAOYSA-N,CNCCCC1c2ccccc2C=Cc2ccccc21.Cl,299.85,0.81,0,4,4,CNCCCC1c2ccccc2C=Cc2ccccc21,no match,no match,0.05,0,0,0,CLEAR
HZLAWYIBLZNRFZ-VXGBXAGGSA-N,O=C(O)[C@H]1CCCN1C(=O)CCCCC(=O)N1CCC[C@@H]1C(=O)O,340.38,0.66,0,7,2,O=C(O)[C@H]1CCCN1C(=O)CCCCC(=O)N1CCC[C@@H]1C(=O)O,no match,no match,0.3333333333333333,0,0,0,CLEAR
ABEJDMOBAFLQNJ-NHCUHLMSSA-N,COc1ccc([C@H]2CNC(=O)[C@H](Cc3cccc(C)c3)C2)cc1OC1CCCC1,393.53,0.77,0,6,2,COc1ccc([C@H]2CNC(=O)[C@H](Cc3cccc(C)c3)C2)cc1OC1CCCC1,no match,no match,0.13793103448275862,0,0,0,CLEAR
QKICWELGRMTQCR-UHFFFAOYSA-N,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,515.87,0.76,0,8,4,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,no match,no match,0.13636363636363635,0,0,0,CLEAR
CBEQULMOCCWAQT-WOJGMQOQSA-N,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,278.40,0.84,0,4,4,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,no match,no match,0.09523809523809523,0,0,0,CLEAR
ICIJBYYMEBOTQP-UHFFFAOYSA-N,COc1c(NC(=O)C(=O)c2ccc(OCCN3CCOCC3)c3ccccc23)cc(C(C)(C)C)cc1NS(C)(=O)=O.Cl,620.17,0.27,1,10,1,COc1c(NC(=O)C(=O)c2ccc(OCCN3CCOCC3)c3ccccc23)cc(C(C)(C)C)cc1NS(C)(=O)=O,no match,no match,0.24390243902439024,0,0,0,CLEAR
AIFGVDXMHWGOGJ-DIVCQZSQSA-N,C[C@]1(O)C[C@@](N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccncc3-4)cc2)C1,424.50,0.51,0,3,2,C[C@]1(O)C[C@@](N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccncc3-4)cc2)C1,no match,no match,0.1875,0,0,0,CLEAR
NMTRXBJYASHMND-UXTSPRGOSA-N,CN1CCN(c2ccccc2/C=C2\SCCN(c3ccc(Cl)c(Cl)c3)C2=O)CC1.Cl,484.88,0.63,0,3,2,CN1CCN(c2ccccc2/C=C2\SCCN(c3ccc(Cl)c(Cl)c3)C2=O)CC1,no match,no match,0.13793103448275862,0,0,0,CLEAR
RZJQGNCSTQAWON-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,314.36,0.82,0,3,4,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,no match,no match,0.18181818181818182,0,0,0,CLEAR
VGGGPCQERPFHOB-RDBSUJKOSA-N,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,308.38,0.56,0,8,2,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,no match,no match,0.2727272727272727,0,0,0,CLEAR
IFKLAQQSCNILHL-QHAWAJNXSA-N,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,327.47,0.88,0,2,4,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,no match,no match,0.125,0,0,0,CLEAR
GNKGXQHHUUEYQV-BHIYHBOVSA-N,COc1cc2c(cc1OCCCF)CCN1C[C@@H](CC(C)C)[C@H](O)C[C@H]21,365.49,0.75,0,7,2,COc1cc2c(cc1OCCCF)CCN1C[C@@H](CC(C)C)[C@H](O)C[C@H]21,no match,no match,0.15384615384615385,0,0,0,CLEAR
DDFOUSQFMYRUQK-RCDICMHDSA-N,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,437.48,0.49,0,6,4,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,no match,no match,0.1935483870967742,0,0,0,CLEAR
PJMPHNIQZUBGLI-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,336.48,0.79,0,6,4,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,no match,no match,0.12,0,0,0,CLEAR
NPJCURIANJMFEO-UHFFFAOYSA-N,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1nc2c(c(Nc3ccccc3S(=O)(=O)NC(C)C)n1)CCN2,635.84,0.26,2,10,1,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1nc2c(c(Nc3ccccc3S(=O)(=O)NC(C)C)n1)CCN2,no match,no match,0.26666666666666666,0,0,0,CLEAR
ZPFXAOWNKLFJDN-UHFFFAOYSA-N,CCN(CCCc1ccccc1)CCCc1ccccc1,281.44,0.65,0,9,4,CCN(CCCc1ccccc1)CCCc1ccccc1,no match,no match,0.047619047619047616,0,0,0,CLEAR
XGZZHZMWIXFATA-UEZBDDGYSA-N,CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,476.57,0.65,0,5,3,CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,no match,no match,0.2,0,0,0,CLEAR
JSZILQVIPPROJI-UHFFFAOYSA-N,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,404.51,0.68,0,6,4,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,no match,no match,0.2413793103448276,0,0,0,CLEAR
VJGFOYBQOIPQFY-XMMPIXPASA-N,Cc1ccc2c(NC[C@](O)(CC(C)(C)c3cc(F)cc4c3OCC4)C(F)(F)F)cccc2n1,462.49,0.46,1,6,3,Cc1ccc2c(NC[C@](O)(CC(C)(C)c3cc(F)cc4c3OCC4)C(F)(F)F)cccc2n1,no match,no match,0.12121212121212122,0,0,0,CLEAR
QJJBNCHSWFGXML-KEKPKEOLSA-N,Cc1ncccc1NC(=O)c1ccc2c(c1)CC[C@@H]1C[C@@](O)(C(F)(F)F)CC[C@@]21Cc1ccccc1,494.56,0.46,1,4,2,Cc1ncccc1NC(=O)c1ccc2c(c1)CC[C@@H]1C[C@@](O)(C(F)(F)F)CC[C@@]21Cc1ccccc1,no match,no match,0.1111111111111111,0,0,0,CLEAR
RIJLVEAXPNLDTC-UHFFFAOYSA-N,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,425.51,0.67,0,5,4,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,no match,no match,0.26666666666666666,0,0,0,CLEAR
FDBYIYFVSAHJLY-UHFFFAOYSA-N,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,435.23,0.64,0,4,3,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,no match,no match,0.3448275862068966,0,0,0,CLEAR
ZIAOVIPSKUPPQW-UHFFFAOYSA-N,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,425.75,0.69,0,4,4,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,no match,no match,0.27586206896551724,0,0,0,CLEAR
VTGPMVCGAVZLQI-UHFFFAOYSA-M,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.O.O.[Na+],264.30,0.82,0,4,4,CC(C)Cc1ccc(C(C)C(=O)O)cc1,no match,no match,0.13333333333333333,0,0,0,CLEAR
ZCJYUTQZBAIHBS-UHFFFAOYSA-N,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,455.41,0.28,1,8,4,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,no match,no match,0.1,0,0,0,CLEAR
PMQBICKXAAKXAY-HNCPQSOCSA-N,Cl.N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,430.31,0.84,0,3,4,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,no match,no match,0.2222222222222222,0,0,0,CLEAR
WOHRHWDYFNWPNG-UHFFFAOYSA-N,CC(C)(C)c1ccc(CN(Cc2cccc(OCC(=O)O)c2)S(=O)(=O)c2cccnc2)cc1,468.58,0.50,0,9,2,CC(C)(C)c1ccc(CN(Cc2cccc(OCC(=O)O)c2)S(=O)(=O)c2cccnc2)cc1,no match,no match,0.21212121212121213,0,0,0,CLEAR
RDOIQAHITMMDAJ-UHFFFAOYSA-N,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,477.05,0.52,1,7,4,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,no match,no match,0.11764705882352941,0,0,0,CLEAR
FDEODCTUSIWGLK-RSAXXLAASA-N,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,419.91,0.81,0,3,4,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,no match,no match,0.14285714285714285,0,0,0,CLEAR
USSIQXCVUWKGNF-KRWDZBQOSA-N,CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,309.45,0.76,0,7,3,CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,no match,no match,0.08695652173913043,0,0,0,CLEAR
KCFYEAOKVJSACF-UHFFFAOYSA-N,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,477.42,0.38,1,7,3,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,no match,no match,0.1724137931034483,0,0,0,CLEAR
RHLJLALHBZGAFM-UHFFFAOYSA-N,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,373.46,0.86,0,5,3,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,no match,no match,0.2962962962962963,0,0,0,CLEAR
LTVKZVGAALCRFW-UHFFFAOYSA-N,NCC(=O)Nc1cncc(-c2nn3c(=O)cc(N4CCNCC4)nc3s2)c1,386.44,0.55,0,4,2,NCC(=O)Nc1cncc(-c2nn3c(=O)cc(N4CCNCC4)nc3s2)c1,no match,no match,0.37037037037037035,0,0,0,CLEAR
NBRBXGKOEOGLOI-UHFFFAOYSA-N,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,493.59,0.44,0,5,4,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,no match,no match,0.22857142857142856,0,0,0,CLEAR
HHZIURLSWUIHRB-UHFFFAOYSA-N,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,529.53,0.27,2,6,4,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,no match,no match,0.20512820512820512,0,0,0,CLEAR
NFEIBWMZVIVJLQ-UHFFFAOYSA-N,Cc1cccc(C)c1OCC(C)N.Cl,215.72,0.77,0,3,4,Cc1cccc(C)c1OCC(C)N,no match,no match,0.15384615384615385,0,0,0,CLEAR
ACVMJAJGCQUPKX-LIOBNPLQSA-N,Cl.c1ccc2cc([C@]34CNC[C@H]3C4)ccc2c1,245.75,0.76,0,1,2,c1ccc2cc([C@]34CNC[C@H]3C4)ccc2c1,no match,no match,0.0625,0,0,0,CLEAR
GWVQGVCXFNYGFP-PFHKOEEOSA-N,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,376.42,0.57,0,5,2,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,no match,no match,0.37037037037037035,0,0,0,CLEAR
WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,427.42,0.29,1,9,4,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,no match,no match,0.3548387096774194,0,0,0,CLEAR
SJUWEPZBTXEUMU-UHFFFAOYSA-N,Br.O=C(CC1NCCCC1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,495.60,0.80,0,4,2,O=C(CC1NCCCC1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,no match,no match,0.25,0,0,0,CLEAR
JLCCNYVTIWRPIZ-NRFANRHFSA-N,CC(=O)N1CCC(Nc2cc(C(=O)NC[C@H](O)CN3CCc4ccccc4C3)ncn2)CC1,452.56,0.58,0,7,2,CC(=O)N1CCC(Nc2cc(C(=O)NC[C@H](O)CN3CCc4ccccc4C3)ncn2)CC1,no match,no match,0.2727272727272727,0,0,0,CLEAR
FJPYVLNWWICYDW-UHFFFAOYSA-M,O=C1N=C([O-])NC1(c1ccccc1)c1ccccc1.[Na+],274.25,0.86,0,2,4,O=C1N=C(O)NC1(c1ccccc1)c1ccccc1,no match,no match,0.21052631578947367,0,0,0,CLEAR
AZEXWHKOMMASPA-UHFFFAOYSA-N,Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1,392.46,0.41,1,5,2,Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1,no match,no match,0.16666666666666666,0,0,0,CLEAR
PRNXOFBDXNTIFG-FQEVSTJZSA-N,Cc1[nH]nc(C(F)(F)F)c1Cc1sc2c(c1C(=O)N1C[C@](C)(O)CO1)c(=O)n(C)c(=O)n2C(C)C,515.51,0.55,1,4,1,Cc1[nH]nc(C(F)(F)F)c1Cc1sc2c(c1C(=O)N1C[C@](C)(O)CO1)c(=O)n(C)c(=O)n2C(C)C,no match,no match,0.2857142857142857,0,0,0,CLEAR
FWZAWAUZXYCBKZ-NSHDSACASA-N,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1,479.43,0.45,0,7,3,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1,no match,no match,0.23529411764705882,0,0,0,CLEAR
WOHSQDNIXPEQAE-QBKVZTCDSA-M,CCCCCNC(=O)c1coc([C@@H]2[C@H]3CC[C@H](O3)[C@@H]2Cc2ccccc2CCC(=O)[O-])n1.[Na+],462.52,0.51,0,11,2,CCCCCNC(=O)c1coc([C@H]2[C@@H](Cc3ccccc3CCC(=O)O)[C@@H]3CC[C@H]2O3)n1,no match,no match,0.21875,0,0,0,CLEAR
ORQZQBUNAMJFCY-UHFFFAOYSA-N,CCS(=O)(=O)CCCC12CCC(c3nnc(-c4ccccc4C(F)(F)F)n3C)(CC1)CC2,469.57,0.55,1,7,2,CCS(=O)(=O)CCCC12CCC(c3nnc(-c4ccccc4C(F)(F)F)n3C)(CC1)CC2,no match,no match,0.15625,0,0,0,CLEAR
PKVZBNCYEICAQP-GSTSRXQZSA-N,CN[C@@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C.Cl,203.76,0.63,0,1,3,CN[C@@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C,no match,no match,0.08333333333333333,0,0,0,CLEAR
HUTHJVYJUPXHDF-DEOSSOPVSA-N,CN(CCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)[C@H](c1ccccc1)N1CCN(CC2CC2)CC1,527.55,0.42,2,8,1,CN(CCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)[C@H](c1ccccc1)N1CCN(CC2CC2)CC1,no match,no match,0.10810810810810811,0,0,0,CLEAR
FJQXCDYVZAHXNS-UHFFFAOYSA-N,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl,345.91,0.76,0,7,4,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,no match,no match,0.08695652173913043,0,0,0,CLEAR
KVUAALJSMIVURS-QNTKWALQSA-L,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2],511.51,0.21,1,10,4,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,no match,no match,0.4117647058823529,0,0,0,CLEAR
