smiles_i,smiles_j,rater_14,rater_4,rater_6,rater_9,rater_7,rater_10,rater_12,rater_2,rater_8,rater_11,rater_0,rater_13,rater_3,rater_1
CC1CN(c2nc(-c3cnc(N)nc3)cc(N3C[C@@H]4C[C@H]3CO4)n2)CC1(F)F,CC1CC(=O)NN=C1c1ccc2c(c1)C(C)(C)C(=O)N2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
CC1C[C@H]2C3=CC=C(c4cncc(F)c4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCN(C)C(=O)C=C12,N=C(N)c1ccc2oc(-c3ccc(N)cc3)cc2c1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
CC1C[C@H]2C3=CC=C(c4cncc(F)c4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCN(C)C(=O)C=C12,N=C(N)c1ccc2oc(-c3ccc(N)cc3)cc2c1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
CCC(C)C(S)CC(C(=O)NC(Cc1ccc(O)cc1)C(N)=O)C(C)CC,COC(=O)c1c(C(=O)N2CCN(CCO)CC2)cc2cc(OC)c(OC)cc2c1-c1cc(OC)c(OC)c(OC)c1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
CCNC(CC)CC(=O)Nc1cccc(-c2cc(-c3ccc(F)cc3O)nc(NC(=O)c3ccco3)c2C#N)c1,O=C1N(CCCCCOc2ccc(-c3ccc([N+](=O)[O-])cc3)cc2)CCN1c1ccncc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
CCC1(CC(O)(C(=O)Nc2ccc3c(=O)onc(C)c3c2)C(F)(F)F)CCCc2cc([N+](=O)[O-])ccc21,O=C(CC1CCCCC1)N1CCC[C@H](n2nc(C(=O)N3CCOCC3)c3c2-c2ccccc2S(=O)(=O)C3)C1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
CCCC(CCC)C(=O)OCC1(CO)CC(=Cc2ccc3ccccc3n2)C(=O)O1,COc1ccc([C@@H]2CC(=O)c3c(O)cc(OCc4cn(Cc5cccc(C#N)c5)nn4)cc3O2)cc1O,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
CCCC1(C)CC(=O)N(CCCCN2CCN(c3nsc4ccccc34)CC2)C(=O)C1,CC(C)c1cccc(N2CCNCC2)n1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
CCCCC(=O)OC[n+]1ccc(-c2c(COC(=O)NC(C)C)c(COC(=O)NC(C)C)c3n2CCC3)cc1,COCCN1CCN(c2nc3c(c(Nc4ccc(C(F)(F)F)cc4)n2)CCN(c2ncccc2C(F)(F)F)CC3)CC1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCCCC(=O)OC[n+]1ccc(-c2c(COC(=O)NC(C)C)c(COC(=O)NC(C)C)c3n2CCC3)cc1,COCCN1CCN(c2nc3c(c(Nc4ccc(C(F)(F)F)cc4)n2)CCN(c2ncccc2C(F)(F)F)CC3)CC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCCCC(CC)C(=O)Nc1ccc2ccn(Cc3cccc(C(=O)O)c3OC)c2c1,CCOC(=O)c1cnc2[nH]nc(-c3cccc(C#N)c3)c2c1N1CCOC(CN)C1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
CCCCC(CC)C(=O)Nc1ccc2ccn(Cc3cccc(C(=O)O)c3OC)c2c1,CCOC(=O)c1cnc2[nH]nc(-c3cccc(C#N)c3)c2c1N1CCOC(CN)C1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
CCCCC(CC)C(=O)Nc1ccc2ccn(Cc3cccc(C(=O)O)c3OC)c2c1,CCOc1ccccc1CCn1cnc(-c2cc(-c3nn[nH]n3)ccn2)c1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
CCCCCCCCCN=c1ccn(CCCCCCCC)cc1,CS(=O)(=O)N1CCc2c(c(-c3ccc(Br)cc3)nn2CC(O)CN2CCC(c3c[nH]c4ccncc34)CC2)C1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCCCCNC(=O)NS(=O)(=O)c1cc([N+](=O)[O-])ccc1Nc1ccc(C)c(C)c1,COC1=C(OC)C(=CCOP(=O)(O)COCCn2cnc3c(N)ncnc32)OC1=O,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCNc1ncc(C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c(NC2CCOCC2)n1,N=C(N)c1ccc2oc(-c3ccc(N)cc3)cc2c1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
CCCCOc1cccc(O)c1C(=O)C=Cc1ccc(O)cc1,O=C1COCCN1c1ccc(-c2ccc3c(c2)OC[C@H]2[C@H](CO)OC(=O)N32)cn1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCCCP(=O)(CCCC)c1ccc(Nc2nc(C(C)C)nc3c2ncn3CC)cc1,CCCCCCOC(=O)C=Cc1c(C)nc(O)nc1O,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
CCCn1cc(C(=O)c2c(OC)ccc3ccccc23)c2ccccc21,N=C(N)NC(=O)c1cc2c(-c3ccccc3Cl)cccc2s1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
CCCn1cc(C(=O)c2c(OC)ccc3ccccc23)c2ccccc21,N=C(N)NC(=O)c1cc2c(-c3ccccc3Cl)cccc2s1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
CCN(C(=O)CSc1nc(C2CC2)n(-c2ccccc2)n1)C1CCS(=O)(=O)C1,COC(=O)CNC(=O)CSc1nc2sccc2c(=O)n1-c1ccccc1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)S(=O)(=O)c1nnc(NC(=O)COc2ccccc2F)s1,CCCCCCCCc1ccc2nc([C@@H](N)COP(=O)(O)O)[nH]c2c1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)C(C)(C(=O)N(C)C)c1ccccc1,CNc1cc(N2CCCC2CNCc2cnc(C)s2)ncn1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
CCN(c1ccc(S(=O)(=O)c2ccc3c(c2)OCCO3)cc1)S(C)(=O)=O,O=C(CSc1n[nH]c(-c2ccco2)n1)Nc1ccc(F)cc1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
CCn1c(=O)c2cc(C(=O)N(CCN(C)C)Cc3ccccc3)sc2c2ccccc21,O=C(NCc1ccccc1)O[C@H]1CO[C@@H]2[C@H](OC(=O)c3cccc([N+](=O)[O-])c3)CO[C@H]12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
CCN1CCC(CC(=O)NCCc2nc(N)cc(O)n2)CC1,CC(=NNc1nc2ccccc2s1)c1ccccn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN1CCN(C(=O)CS(=O)(=O)c2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3)c(OC)c2)CC1,O=C(Nc1cccc(CN2CCC(C(=O)NC3CCc4ccccc43)CC2)c1)c1ccc(Cl)cc1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCN1CCN(C(=O)CS(=O)(=O)c2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3)c(OC)c2)CC1,O=C(Nc1cccc(CN2CCC(C(=O)NC3CCc4ccccc43)CC2)c1)c1ccc(Cl)cc1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCN1CCN(c2ccc([C@H]3CN(Cc4c(C)cccc4F)C[C@@H]3N(C)C)cc2)CC1=O,COc1ccc(CNCc2cc(F)cc(F)c2)cc1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CCNC(c1cccnc1)c1ccc(F)c(F)c1,COc1cc(C=NN(CCO)C2=NS(=O)(=O)c3ccccc32)cc(OC)c1OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CCNC(=O)c1cnc(-c2ccc(C)cc2)c(-c2ccc(C)cc2)n1,Cc1cc(C=C(C#N)C(=O)NCCc2c[nH]c3ccccc23)c(C)n1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1cccs1)CCCCC3,CC(=O)O[C@@]12C=C[C@@H](OC1=O)[C@H]1[C@]3(C)C[C@H](c4ccoc4)OC(=O)[C@@H]3CC[C@]12C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CCOC(=O)COc1ccc(C=CC2C=C(C(F)(F)F)NC(=O)N2)cc1OC,COc1cc(OC)cc(C(C#N)=Cc2ccco2)c1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
CCOC(=O)COc1ccc(C=CC2C=C(C(F)(F)F)NC(=O)N2)cc1OC,COc1cc(OC)cc(C(C#N)=Cc2ccco2)c1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)Nc1ccc2c(c1)C(=NO)c1ccccc1-2,Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)NC2(C(=O)O)CCCC2)c(C)c1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCOC(=O)c1ccc(NC(=O)C2CCN(C(=O)N3CC(C)Oc4ccc(C)cc43)CC2)cc1,O=C(C=Cc1ccco1)N1CCC=C(Cl)C1=O,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1ccc(CC(=NCCc2ccccc2)C2=C(O)CC(C)(C)CC2=O)cc1OCC,COc1cc([N+](=O)[O-])cc2[nH]c(-c3ccccc3)c(C)c12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
CCOc1ccc(CC(=NCCc2ccccc2)C2=C(O)CC(C)(C)CC2=O)cc1OCC,COc1cc([N+](=O)[O-])cc2[nH]c(-c3ccccc3)c(C)c12,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCOc1ccc(-c2cccc(NS(=O)(=O)c3ccc(C)s3)c2)nn1,COc1cc2c(N3CCN(C(=O)Nc4ccc(C#N)cc4)CC3)ncnc2cc1OCCN1CCS(=O)(=O)CC1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CCOc1ccc(NC(=O)CCN2CCN(c3ccccn3)CC2)cc1,Cc1cc(C)cc(N(C(C)C(=O)N2CCCC2)S(C)(=O)=O)c1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
CCOc1ccc(NC(=O)CCN2CCN(c3ccccn3)CC2)cc1,Cc1cc(C)cc(N(C(C)C(=O)N2CCCC2)S(C)(=O)=O)c1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
CCOc1ccc(NC(=O)COC(=O)C2COc3ccccc3O2)cc1,O=C(OCc1nnc(-c2ccc(Cl)cc2)o1)c1ccc(O)cc1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
CCOc1ccc(-c2cc(C(=O)N3CCN(c4cccc(C)c4)C(C)C3)c3ccccc3n2)cc1,O=C(NCCN1CCOCC1)c1ccc2c(c1)N(Cc1ccccc1)C(=O)c1ccccc1S2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
CC[C@@H](c1ccc(Cl)c(Cl)c1)n1c(C(N)=O)cnc1S,OC(=Cc1nc2ncc(Br)cc2nc1O)c1ccc(F)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC[C@@H]1C[C@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2nnn(CC(C)C)n2)c2cc(C(F)(F)F)ccc2N1C(=O)OC(C)C,COc1ccc(C2CC(=O)c3cnc(N4CCc5ccccc54)nc3C2)cc1OC,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
CC[n+]1cc(N(C)C)cc2ccc(C=CC=Cc3ccc(N(C)C)cc3)cc21,CC(C)=Cc1cc(C(=O)NCCNC(=O)c2cc(C=C(C)C)nc(NC#N)n2)nc(NC#N)n1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
CCc1cc(C(=O)NCC(c2ccco2)N2CCCCC2)sc1C,COc1ccc(-c2cncn2-c2ccc(S(C)(=O)=O)cc2)cc1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
CCc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)C[C@H]3O)ccc2C)cc1,Cc1ccc(N2CCc3ncnc(NC(C)c4ccc(Br)cc4)c3C2)nc1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCn1c(CNC(=O)Cc2ccc(OC)cc2)nnc1SCC(=O)Nc1ccc(C(=O)O)cc1,COC(=O)C(c1ccc2c(c1)OCO2)c1c2ccccc2nc2c(OC)c(OC)ccc12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCn1cc(NC(=O)NCc2ccc(F)cc2)c2cc(NC(=O)c3ccc(CN4CCC(C)CC4)cc3)ccc21,C[C@@H]1CCC[C@@H](C[C@H]2Cc3cc(O)cc(O)c3C(=O)O2)O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
C=CC[C@H]1C(=O)N(CCN(C)C)c2ccc(C(F)(F)F)cc2C[C@H]1c1ccc(OC)cc1,COc1ccccc1-c1cc(C(=O)NN=Cc2cn(C)nc2C)c2ccccc2n1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
CN(C)c1cc(F)c2c(=O)n(-c3cccc(-c4cc(Nc5ccc(C(=O)N6CCOCC6)cn5)c(=O)n(C)c4)c3CO)ccc2c1,O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)c1cccc(Cl)c1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN(C)c1cc(F)c2c(=O)n(-c3cccc(-c4cc(Nc5ccc(C(=O)N6CCOCC6)cn5)c(=O)n(C)c4)c3CO)ccc2c1,COc1ccc(S(=O)(=O)N2CCC(C(=O)NCC3CCCCC3)CC2)cc1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)OC)CC2,CN1CCC[C@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc(Br)cc3)cc12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2cc(C(=O)N(C)CC(=O)Nc3cccc(F)c3)c3ccccc3n2)cc1,Cn1c(=O)c2c(ncn2CC(=O)N2CCN(C(=O)c3ccco3)CC2)n(C)c1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CN(Cc1ccsc1)C(=O)C1CCC(=O)N(Cc2ccccn2)C1,COc1cc(F)ccc1Oc1nc2ccccc2nc1C(=O)Nc1ccc2[nH]nnc2c1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Cn1c(N2CCO[C@@H](c3ccccc3)C2)nc(-c2ccncc2F)cc1=O,CC1(c2ccc(F)cc2)CC(=O)N(CCCCN2CCN(c3ncccc3C#N)CC2)C1=O,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4F)nc3C2=O)COc2cc(C#N)ccc21,CCOc1nc2c(c(=O)n(C)c(=O)n2C)n1CCCC(=O)Nc1ccc(C(C)(C)C)cc1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
CN(C)C1(N(C)C)Oc2c(c(=O)n(C)c(=O)n2C)C(c2ccc(Br)cc2)C1(F)F,CCN1N=C(C(F)(F)F)CC1(C)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COC(=O)[C@@H]1[C@@H](OC(=O)c2ccccc2)CC2CC[C@H]1N2C,CN(c1ccc2nn[nH]c2n1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
CN1CC=C(Oc2ccc(-c3ccccc3)cc2)CC1,CCCc1c(C(=O)NCc2c(C)cc(C)[nH]c2=O)[nH]c(C)c1C(C)=O,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN1CCC(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)CC1,O=C(c1ccc(-c2cccc(F)c2)cc1)N1CCc2c([nH]c3ccccc23)C1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
COCCc1noc(C2=CCCN(C)C2)n1,COc1cc2nc(Nc3cccc(C#N)c3)nc(Nc3cccc(C#N)c3)c2cc1OC,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1c1cccs1,O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
CNCCOc1cc(OC)cc(N(CC2CC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,O=C(CN1CCC(c2nnc(-c3ccc(F)cc3)o2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
COC(=O)c1c(C(=O)N2CCN(CCO)CC2)cc2cc(OC)c(OC)cc2c1-c1cc(OC)c(OC)c(OC)c1,Cn1cc(NC(=O)c2ccnc(-c3ccnc(NCC4CC4)c3)n2)c(C(N)=O)n1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COc1cc(C=CC(=O)OCc2cccc(OCc3c(-c4ccccc4)no[n+]3[O-])c2)ccc1O,Cc1nc2ccccc2n1Cc1nnc2sc(-c3ccc(F)c(Br)c3)nn12,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCCCN2CCC(C(N)=O)CC2)cc(OC)c1,O=[N+]([O-])c1ccccc1S(=O)(=O)N1CCN(c2ccccc2)CC1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=O)NO)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,CN(C)c1cc(F)c2c(=O)n(-c3cccc(-c4cc(Nc5ccc(C(=O)N6CCOCC6)cn5)c(=O)n(C)c4)c3CO)ccc2c1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COc1cc(-n2c3c(c4ncnc(N)c42)CCC3)ccc1NC(=O)Cc1ccn(C(F)F)n1,CCOC(=O)C1=C(Nc2ccc3c(c2)c2ccccc2n3CC)SCC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
COc1cc2nc(S)nc(NC3CCCCCC3)c2cc1OC,CC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(C)=O,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
COc1ccc(CCN2CCCN3C2=Nc2ccccc2S3(=O)=O)cc1,Cc1ccc(C=NNc2nc(C(C)(C)C)cs2)o1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
COc1ccc(Cc2nc3cc(C(F)(F)F)ccc3n2C[C@@H]2CCCN3CCCC[C@H]23)cc1,N[C@@H]1CC[C@@H](Nc2nccc(CCC(F)(F)F)n2)C1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
COc1ccc(S(=O)(=O)NCC(=O)N(CC(=O)NCC2CCCO2)Cc2ccccc2)cc1,NC(=NOC(=O)c1ccc([N+](=O)[O-])cc1)c1ccc(Br)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc(-c2c3c(cc4ncn(Cc5ccccc5)c24)COC3=O)cc1,CCCCCCCCN=C1SC[C@@H]2[C@H](O)[C@H](O)CN12,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
COc1ccc(-n2cc3nc(-c4cccs4)nc(N)c3n2)cc1,O=C(NN=Cc1ccncc1)c1ccccc1O,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
COc1ccc(Br)cc1C(=O)Nc1ccccc1N1CCCC1,NS(=O)(=O)c1ccc(Nc2ncc3cccc(OC4CCNCC4)c3n2)cc1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
COc1ccc(Br)cc1C1SCCN1S(C)(=O)=O,CN(C)CCCN1C=Nc2cccc3cccc1c23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COc1ccc(C2=NN(CC(=O)c3ccccc3)C(=O)C3CCCCC23)cc1OC,CC(=O)OCC1=CCCCC1S(=O)(=O)Cc1ccc(F)cc1Cl,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
COc1ccc2sc(NC(=O)Cn3cc(C(=O)C(=O)N4CCCCC4)c4ccccc43)nc2c1,CN1C(=O)[C@@]2(N=C1N)c1cc(-c3cccc(Cl)c3)ccc1Oc1c(F)cc(C3=CCOCC3)cc12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
COc1ccccc1Nc1nc(N[C@H]2CCCC[C@H]2N)n2ccnc2c1C(N)=O,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NC(=N)N)ncnc32)[C@H](O)[C@@H]1O,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CSCCC(=O)N1CCC(c2nccn2Cc2cscn2)CC1,COCCc1noc(C2=CCCN(C)C2)n1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
C[C@@H]1CCC[C@@H](C[C@H]2Cc3cc(O)cc(O)c3C(=O)O2)O1,CCOc1ccccc1N1CCN(C(=O)c2cc3ccccc3cc2OC)CC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cc2OC[C@@H](C)NC[C@H]1C,CCCOc1cc(=O)oc2cc(OCc3cccc(Br)c3)ccc12,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
C[C@H](C(=O)O)N1C(=O)C(=Cc2ccc(C(=O)O)cc2)SC1=S,Cc1cc2cc(NC(=O)c3cc(C(=O)NO)ccc3Cl)ccc2n(C)c1=O,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
C[C@H]1CC[C@H](Oc2nc(N)c3c(=O)ccn([C@H]4CC(C(N)=O)C[C@@H]4O)c3n2)CC1,CCc1cc(C(=O)NCC(c2ccco2)N2CCCCC2)sc1C,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)Cc3ccccc3)ccc2O[C@H](C)CCCCO[C@@H]1CN(C)C(=O)CCCN(C)C,CC(=O)Nc1nonc1-c1nnc(SCc2ccccc2Cl)n1C,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)Cc3ccccc3)ccc2O[C@H](C)CCCCO[C@@H]1CN(C)C(=O)CCCN(C)C,CC(=O)Nc1nonc1-c1nnc(SCc2ccccc2Cl)n1C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
