fragment,avg_score,count
[5*]N1CCC([C@H]2C[C@H]2[15*])CC1,-0.6065659523010254,2
[5*]NC1CCCc2ccc([16*])cc21,-0.6046158075332642,2
[7*]C1N=C(C[8*])C(=O)N(OCOC)C1=O,-0.6020913124084473,1
[10*]N1CCn2nc([14*])cc2C1=O,-0.590836763381958,2
[14*]c1nc2cc(Cl)c(Cl)cc2nc1[14*],-0.5834924578666687,1
[16*]c1ccc2c(c1)N(C)C(=O)CN=C2c1cc([16*])c([16*])c([16*])c1,-0.5825639963150024,1
[5*]N1CCC([15*])CC1,-0.5818833696081284,376
[16*]c1cc2oc3ccccc3c2cc1[16*],-0.5813404321670532,1
[16*]c1c[nH]c2ncc(C#N)cc12,-0.5793814659118652,1
[9*]n1ccc2cccc([16*])c21,-0.5766654014587402,1
[16*]c1ccc(F)cc1C,-0.571497917175293,4
[9*]n1c([14*])cc2c1C(c1ccc(Cl)cc1)N([10*])C2=O,-0.5665864944458008,1
[14*]c1cn2cc([16*])ccc2n1,-0.5656660795211792,1
[14*]c1nc(C)c([14*])[nH]1,-0.5654033422470093,2
[1*]C(=O)C1=CC(C)(C)NC1(C)C,-0.5644938548405966,3
[4*]CC([8*])(F)F,-0.5558831691741943,2
[10*]N1Cc2cc(Cl)cc(Cl)c2C1=O,-0.5557146072387695,1
[9*]n1c(=O)c([16*])c2ccccn2c1=O,-0.5539883375167847,1
[4*]CC([7*])CCC[7*],-0.5526858568191528,1
[7*]CCCC(=C)C=C,-0.5526858568191528,1
[16*]c1ccc2c(ccn2S(=O)(=O)c2ccccc2)c1,-0.5502375364303589,1
[14*]c1[nH]c2nc(N)nn2c(=O)c1[16*],-0.5490728616714478,1
[10*]N1N=C(C2CCCCC2)c2ccccc2N(CC(=O)C(C)(C)C)C1=O,-0.5473283529281616,1
[10*]N1N=C(c2ccc(Cl)cc2)CCC1=O,-0.5466520190238953,2
[14*]c1cc([16*])c2c(n1)-c1c(O)cccc1C2,-0.5445435047149658,1
[16*]c1cc([16*])c(O)c(C=O)c1,-0.5440080165863037,1
[15*][C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C,-0.5393704175949097,1
[4*][C@@H](C)C[8*],-0.5313365459442139,6
[14*]c1cc(C)c2cc([16*])ccc2n1,-0.5209814310073853,2
[16*]c1cccc2[nH]ncc12,-0.5167659123738607,3
[16*]c1cc(Br)ccc1F,-0.5110958218574524,2
[5*]N1CCC([C@H]2C[C@@H]([13*])N([5*])C2)CC1,-0.5050606727600098,1
[14*]c1ncc2c(n1)-c1c(c([16*])cn1C)C(C)(C)C2,-0.49880802631378174,1
[16*]c1ccc(Cl)c2c1C(=O)CC2C,-0.4980762004852295,1
[1*]C(=O)C1=C(c2ccc3c(c2)OCO3)Nc2cc([16*])ccc2C1NC,-0.4969191551208496,1
[3*]ON=Cc1c([14*])nc2sccn12,-0.49620795249938965,1
[5*]N1CC[C@@H]2[C@@H]([13*])Nc3ccc(C#Cc4ccc([16*])cc4)cc3[C@@H]21,-0.4952191114425659,1
[5*]N1C=CC=C2C1=Nc1ccccc1S(=O)(=O)N2C,-0.4906442165374756,1
[10*]N1C(=O)c2ccccc2C1(O)c1ccc2nc([14*])[nH]c2c1,-0.4843508005142212,1
[14*]c1nc2c(c(=O)[nH]1)COCC2,-0.4794861078262329,1
[14*]c1nccc2occc12,-0.47892308235168457,2
[14*]c1ncnc2ccc([16*])cc12,-0.4735567569732666,10
[14*]c1nc([14*])c2ccccc2n1,-0.4708569314744737,9
[13*][C@@H]1Oc2cc(O)ccc2C[C@H]1[15*],-0.4674081802368164,1
[14*]c1c[nH]c(=O)[nH]1,-0.4664350748062134,1
[4*]C(C)CC([8*])O,-0.4663426876068115,1
[4*]CC(C)(C)C,-0.46516749064127605,15
[4*]CC#CCO,-0.4602595567703247,1
[13*][C@@H]1C[C@H]2CCN1C[C@@H]2C=C,-0.45910561084747314,1
[14*]c1cc([16*])c2cc([16*])ccc2n1,-0.45910561084747314,1
[5*]N1CCC1,-0.45581555366516113,12
[13*][C@@H]1O[C@@H]2CO[C@@H](C)O[C@H]2[C@H](O)[C@H]1O,-0.45325589179992676,1
[16*]c1cc2c([16*])c3c(c([16*])c2cc1[16*])C(=O)OC3,-0.45325589179992676,1
[5*]N1CC[C@H]2OCC[C@@]2([15*])C1,-0.4516158699989319,2
[10*]N1C(=O)[C@@H]2C(c3ccc(Br)cc3)=NO[C@@H]2C1=O,-0.450106143951416,1
[16*]c1ccc(F)cc1Br,-0.4495154619216919,3
[9*]n1nnc2c([14*])nc([14*])nc21,-0.44647037982940674,4
[1*]C(=O)[C@@H](S)C(C)C,-0.44507431983947754,1
[5*]N1CCC2(CC1)OCc1ccccc12,-0.44126665592193604,1
[5*]N1c2ccccc2CC(OC=O)c2ccccc21,-0.43901586532592773,1
[9*]n1c([14*])cs/c1=N\c1c(C)n(C)n([9*])c1=O,-0.43766462802886963,1
[16*]c1ccc2c(C)c(O)c(=O)[nH]c2c1,-0.437070369720459,1
[5*]N1CCN[C@H]([13*])C1,-0.43686604499816895,1
[14*]c1ccc(F)c([14*])n1,-0.434735107421875,5
[9*]n1nc(C)c2cc([14*])sc21,-0.4298918843269348,2
[1*]C(=O)[C@H](CCC[8*])[C@H](C)N(O)C=O,-0.4297502040863037,1
[14*]c1nccc(C#Cc2ccc([16*])cc2)n1,-0.42954567074775696,4
[4*][C@@H](CO)C(C)C,-0.4238852262496948,1
[5*]N1CC[C@]23CCCC[C@H]2[C@H]1Cc1cc([16*])c(O)cc13,-0.41784071922302246,1
[10*]N1C(=O)c2ccccc2C2(CC(=O)N(C)N(C)C2=O)C1=O,-0.4146409034729004,1
[12*]S(=O)(=O)c1ccc([N+](=O)[O-])c(F)c1,-0.41227686405181885,1
[4*][C@H]([8*])CCCCCC(C)=O,-0.41227686405181885,1
[9*]n1cc([16*])c2c([14*])ncnc21,-0.4095785617828369,1
[4*][C@H](C(=O)NNS(=O)(=O)c1c(C)cc(C)cc1C)[C@@H](C)CC,-0.407690167427063,1
[9*]n1nnc2ccccc2c1=O,-0.40486955642700195,1
[14*]c1cc2c(s1)C(CCC)NCC2,-0.4011307954788208,1
[14*]c1nc2c([16*])cc(F)cc2[nH]1,-0.4011307954788208,1
[14*]c1nc2sc3ccccc3c2c(=O)[nH]1,-0.3984016180038452,1
[12*]S(=O)(=O)c1ccc([16*])c(C#N)c1,-0.397807518641154,3
[16*]c1cc([16*])c(Cl)cc1C,-0.39700448513031006,1
[15*][C@@]12C(=C)CCC[C@@H]1Nc1c(F)cc(Br)cc12,-0.3937946557998657,1
[15*]C1CCc2nc(N)sc2C1,-0.38857579231262207,2
[10*]N1CC[C@@H]([13*])OC1=O,-0.38137733936309814,1
[5*]N1C[C@@H](C)N([5*])[C@@H](C)c2ccncc21,-0.37947583198547363,1
[10*]N1C(=O)C2(CC2)N=C1c1ccc([16*])cc1F,-0.37248194217681885,1
Clc1ccc(C2=CSC3=NCCN23)c(Cl)c1,-0.3708420991897583,1
[16*]c1ccc([16*])c(C)c1,-0.368378480275472,36
[6*]C(=O)N/N=C/c1sccc1C,-0.36685729026794434,1
[14*]c1nn2c(=O)c([16*])c([14*])[nH]c2c1[16*],-0.3652346134185791,2
[16*]c1c[nH]c2ccn3ccnc3c2c1=O,-0.35870206356048584,1
[16*]c1cccc(F)c1,-0.3576570575156908,89
[5*]N1Cc2c(n[nH]c2[14*])C1(C)C,-0.3565768003463745,1
[5*]N([5*])/C=C1\CCn2c1nc(=O)c1ccccc12,-0.35405266284942627,1
[4*]CC(=C)F,-0.35166871547698975,1
[16*]c1c(F)cccc1F,-0.34785862529979034,34
[16*]c1ccc(O)cc1O,-0.34489195687430246,7
[12*]S(=O)(=O)CCC(C)C,-0.3373461961746216,1
[5*]N1Cc2c([14*])n[nH]c2C1(C)C,-0.3359389305114746,3
[1*]C(=O)[C@H](C)CS,-0.33278512954711914,3
[12*]S(=O)(=O)c1cc(C)ccc1C,-0.3276236057281494,5
[9*]n1cc([16*])c(=O)c2ccc(Cl)cc21,-0.32612907886505127,1
[14*]c1cc2ccc(Cl)cc2[nH]1,-0.32496488094329834,1
[5*]N1CCC2(CC1)CN([5*])C2,-0.3239865303039551,4
[7*]C(C#N)C(N)=S,-0.32258546352386475,1
[8*]CN,-0.31954454868397814,47
[16*]c1c(F)cc2c(=O)c([16*])cn3c2c1OC[C@@H]3C,-0.3179135322570801,2
[13*][C@@H]1NC(=O)[C@@]23C(=O)/C=C/C(=O)C[C@@H](C)C/C=C/[C@H]2C=C(C)[C@@H](C)[C@@H]13,-0.31738555431365967,1
[1*]C(=O)CC(=N)NO,-0.3140655755996704,1
[16*]c1ccc(/C=C/n2ncc(Cl)c(Cl)c2=O)cc1,-0.31274914741516113,1
[15*][C@H]1C[C@H]1N,-0.3031076192855835,1
[1*]C(=O)[C@@H]([4*])CO,-0.3029041290283203,3
[13*]C1COc2cccc([16*])c2O1,-0.3016616702079773,2
[16*]c1c(C)nn(C)c1O,-0.3004239797592163,1
[9*]n1cc([16*])c([16*])c1,-0.2938447594642639,2
[16*]c1cc2nccc([16*])c2cc1[16*],-0.2928207715352376,3
[13*][C@H]1Nc2ccc(Cl)cc2[C@@H](c2ccc([16*])cc2)[C@@H]1C,-0.2921959161758423,1
[8*]CCS(=O)(=O)c1ccc([16*])cc1,-0.2794088125228882,1
[9*]n1c(C)c([16*])c2cc(F)ccc21,-0.2794088125228882,1
[4*]C1(C)CCN([5*])C1,-0.2779102325439453,1
[5*]N1CCC([15*])(C)C1,-0.2779102325439453,1
[9*]n1nc([14*])c2cc([16*])ccc21,-0.2767171859741211,2
[13*][C@@]1(C)CCCC(C)(C)O1,-0.275860071182251,1
[14*]c1[nH]nc2c1C[C@]1(C)[C@H]3C[C@@H](O)[C@@H]4[C@@H]([15*])CC[C@@]4(C)[C@]3(C)C[C@@H](O)[C@H]1C2(C)C,-0.275860071182251,1
[16*]c1cccc2c1OC(C)(C)C2,-0.2728675603866577,3
[1*]C(=O)C1=C(C)N=C(C)/C(=C(/O)O[3*])C1[15*],-0.2727550268173218,1
[14*]c1cc2cc(Cl)ccc2[nH]1,-0.2726205587387085,1
[14*]c1cc([16*])c2ccccn12,-0.26878416538238525,1
[13*]C1SC(=O)NC1=O,-0.26126909255981445,2
[9*]n1ccc([14*])nc1=O,-0.2573468287785848,3
[14*]c1cc2c([16*])ccc([N+](=O)[O-])c2[nH]1,-0.25088489055633545,1
[5*]N1CCC2(CC1)C(=O)N([10*])CN2[5*],-0.2429342269897461,1
[16*]c1cc(=O)oc2c(/C(C)=N/c3ccccc3N)c(O)ccc12,-0.24072563648223877,1
[14*]c1ccc([16*])cn1,-0.23739559309823172,112
[8*]CN1C(=O)C(C)Cn2nc([14*])nc21,-0.2338263988494873,1
[14*]c1ccc2cccc([N+](=O)[O-])c2n1,-0.23243582248687744,1
[16*]c1ccc([16*])c(C#N)c1,-0.23177928924560548,5
[16*]c1ccc(I)c(F)c1,-0.23068451881408691,1
[14*]c1nnc2c3c(c(C#N)c([14*])n12)CC(C)(C)OC3,-0.22806572914123535,1
[6*]C(=O)N/N=C/c1ccc([14*])o1,-0.22684335708618164,3
[16*]c1ccc2c(C)cc(=O)[nH]c2c1,-0.22661066055297852,2
[16*]c1cnc2c([16*])cnn2c1C,-0.2265411615371704,1
[13*]C1CC(c2ccc([16*])c(O)c2)=NO1,-0.2264622449874878,1
[15*][C@H]1CCc2c(F)cccc2N(CC(F)(F)F)C1=O,-0.22516345977783203,1
[14*]c1nc2oc3c([14*])ncnc3c2c2c1COC(C)(C)C2,-0.22442865371704102,1
[8*]CN1C(=O)/C(=N\c2ccc([16*])cc2)c2cc(Br)ccc21,-0.22198092937469482,1
[15*]C1CNC1,-0.2183328628540039,5
[6*]C(=O)NO,-0.21692719826331505,26
[9*]n1c2ccccc2c2cc([16*])cnc21,-0.21386170387268066,1
[15*]C1([15*])CCNCC1,-0.21036815643310547,2
[14*]c1cc([16*])c2nccn2n1,-0.20570731163024902,1
[16*]c1ccc(F)c(Cl)c1,-0.20133062771388463,14
[13*]C1COC(c2c(F)cccc2F)=N1,-0.19999784231185913,2
[15*]C1(C2CCC2)CCC1,-0.19770944118499756,1
[16*]c1ccc(C)nc1,-0.19719302654266357,4
[5*]N1CCC[C@@](C)(N)C1,-0.1933373212814331,1
[16*]c1ccc(F)cc1[N+](=O)[O-],-0.19307923316955566,2
[5*]N/C=C1\C(=O)NC(=O)N([10*])C1=O,-0.1882026195526123,1
[5*]NC1=NC2CCc3cc(Cl)ccc3C2C1,-0.18262970447540283,1
[9*]n1c([N+](=O)[O-])cnc1C,-0.18171148829989964,9
[14*]c1cnc([14*])o1,-0.17874431610107422,8
[16*]c1ccc(F)c(Br)c1,-0.17396720250447592,6
[14*]c1ncc([16*])c2nncn12,-0.1730515956878662,1
[1*]C(=O)n1cc(C#N)cn1,-0.16942596435546875,1
[15*]C1([15*])CC1,-0.16933884620666503,20
[16*]c1ccc2nc(N)nc(N)c2c1,-0.1673368215560913,2
[1*]C(=O)C[C@H]([4*])C([1*])=O,-0.16516602039337158,1
[14*]c1ncns1,-0.1649634838104248,6
[13*][C@@H]1OCC(=O)[C@H]1[15*],-0.16032862663269043,2
[15*]C1(C)CCCC1,-0.16032862663269043,2
[16*]c1ccc2[nH]cc([16*])c2c1,-0.1589370275798597,19
[9*]n1cc([16*])cn1,-0.156802761554718,40
[4*]CC(O)(C[4*])C(F)(F)F,-0.1511319875717163,1
[15*][C@@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@]([15*])(C)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@H]2[C@@]1([15*])C,-0.1483464241027832,1
[4*][C@H](CO)C(C)C,-0.13966429233551025,3
[9*]n1c(=O)oc2cc3ncnc([14*])c3cc21,-0.13506662845611572,1
[1*]C(=O)C1CCCc2ccccc21,-0.13490843772888184,1
[14*]c1nc2c(s1)CCC2,-0.13376545906066895,1
[14*]c1c2cc([16*])ccc2nn1C,-0.1324225664138794,1
[5*]N1CC([15*])(O)C1,-0.12330460548400879,1
[14*]c1nc2ccc([16*])cc2[nH]1,-0.12323141098022461,4
[5*]N1CCC[C@H](N)C1,-0.12270522117614746,4
[5*]N1[C@@H]2CC[C@H]1C[C@@H]([15*])C2,-0.1212667737688337,7
[3*]O/C(O)=C1\C(C)=NC(=S)N([5*])C1[13*],-0.12118911743164062,1
[1*]C(=O)C1=Cc2ccc([16*])cc2N=C(N)C1,-0.1151244044303894,2
[7*]C1N=C(c2ccccc2)N(NC2=NC(=O)CC(=O)N2)C1=O,-0.11027014255523682,1
[12*]S(=O)(=O)c1ccc([14*])nc1,-0.10630035400390625,4
[14*]c1oc2ccc([16*])cc2c1C,-0.10596585273742676,1
[5*]N1Cc2c([14*])ncn2-c2ccc(Cl)cc21,-0.09720146656036377,1
[9*]n1c(=O)n([9*])c2cnccc21,-0.0965646505355835,2
[16*]c1cccc(O)c1C,-0.0934823751449585,1
[5*]N1CCN(C)C2(CCC(=O)N([10*])CC2)C1,-0.0902639627456665,1
[14*]c1nccc(N)n1,-0.0844419002532959,3
[15*]C1([15*])CC([15*])(N)C1,-0.08443617820739746,1
[8*][C@H](C(=O)O)C(C)C,-0.08401072025299072,1
[4*]CCC([8*])CC,-0.07861983776092529,1
[9*]n1c([14*])nc2c([16*])ccnc21,-0.07861983776092529,1
[13*]C1Nc2cccc3cccc(c23)N1,-0.07802093029022217,1
[1*]C(=O)[C@H](CCC[8*])CC(=O)O,-0.07723462581634521,1
[14*]c1[nH]c(N)c([16*])c1[16*],-0.06930646300315857,2
[10*]N1CC([15*])CC1=O,-0.06858675479888916,10
[14*]c1nc([14*])nc(Cl)n1,-0.06742501258850098,3
[14*]c1cc(=O)c2c(O)cc(O)cc2o1,-0.06733989715576172,1
[14*]c1oc(=O)c2cc([16*])ccc2c1Cl,-0.06430613994598389,1
[10*]N1C(=O)CC([15*])([15*])C1=O,-0.062297940254211426,1
[5*]N1CCC(O)C1,-0.061580657958984375,2
[14*]c1ncn2c1[C@@H]1CCCN1C(=O)c1cc(Br)ccc1-2,-0.05656576156616211,1
[4*]C(C)(C(F)(F)F)C(F)(F)F,-0.055686235427856445,1
[8*]C(C)(C)CC(C)(C)C,-0.055686235427856445,1
[15*]C1CN(C)C1,-0.0542445182800293,1
[4*]CC[C@H]([4*])[8*],-0.05417919158935547,2
[14*]c1cnc([14*])s1,-0.05401395161946614,15
[16*]c1cccc([16*])c1Cl,-0.05394268035888672,2
[14*]c1nc(Cl)nc2ccccc12,-0.04945099353790283,1
[3*]OCN([5*])[5*],-0.04405832290649414,1
[9*]n1cnc2cc(C)c(C)cc21,-0.04405832290649414,1
[16*]c1ccnc(N)c1,-0.04380941390991211,2
[14*]c1cc(O)nc([14*])n1,-0.043515145778656006,8
[13*]C1(C)OC(=O)N(Nc2ccc(Br)cc2)C1=O,-0.04333794116973877,1
[16*]c1ccc(Br)nc1,-0.04333794116973877,1
[8*]C([8*])([8*])O,-0.03663580758231027,7
[15*]C1C(C#N)=C(N)OC2=C1CNc1c2cc(Cl)cc1[N+](=O)[O-],-0.029424428939819336,1
[15*]C1CCC([15*])([15*])CC1,-0.027434110641479492,2
[13*][C@H]1N[C@H]2c3ccc([16*])c(=O)n3C[C@H]2[C@@H]1[15*],-0.024573087692260742,1
[16*]c1c(C)cc(C)[nH]c1=O,-0.0227093015398298,7
[4*]CC([4*])C,-0.020228068033854168,12
[16*]c1c(N)nn2cccnc12,-0.018721699714660645,1
[4*][C@H](CC)C(=O)O,-0.017374634742736816,1
[16*]c1cccc(C(=N)N)c1,-0.015043536822001139,9
[10*]N1N=C(c2ccc([16*])c([16*])c2)C2CC=CCC2C1=O,-0.013102293014526367,1
[16*]c1ccc(C2=NNC(=O)CC2C)cc1,-0.013102293014526367,1
[14*]c1cc(=O)c2c(O)c([16*])ccc2o1,-0.010951638221740723,1
[16*]c1ccc(Cl)cc1F,-0.004862666130065918,4
[14*]c1cccc(C)n1,-0.004284334182739258,10
[9*]n1cc([16*])c2ccc(C)nc21,-0.0029036998748779297,1
[16*]c1cc(Cl)c[nH]c1=O,-0.001970052719116211,1
[9*]n1c([14*])cc2c1C(c1ccc(C#N)cc1)N([10*])C2=O,-0.001970052719116211,1
[16*]c1cnc2[nH]ccc2c1[16*],-0.0013219118118286133,1
[5*]NC1CCc2ccc([16*])cc21,-0.00027763843536376953,1
[16*]c1ccc(Br)cc1F,0.0005581719534737724,7
[8*]CC(C)O,0.0014178156852722168,2
[14*]c1csc([14*])n1,0.00465992291768392,90
[9*]n1cc([16*])c2ccc([14*])nc21,0.005915641784667969,1
[1*]C(=O)C[C@@H](CC)[C@H](N)C([1*])=O,0.007043004035949707,1
[5*]N1C[C@@H]2C[C@]2([15*])[C@H]1[13*],0.0073587894439697266,1
[12*]S(=O)(=O)c1ccc2c(c1)c(=O)c([16*])cn2C,0.011236071586608887,2
[9*]n1cnc2cc(O)cc(C(=C)C)c2c1=O,0.012823224067687988,1
[10*]N1C(=O)C2C3C=CC(C3)C2C1=O,0.014078299204508463,3
[9*]n1cc([16*])c([16*])c1[14*],0.015718460083007812,2
[14*]c1nc2cc(C)c(C)cc2o1,0.01906001567840576,1
[5*]N1CCC[C@H]([15*])C1,0.020817575000581286,21
[14*]c1ncccn1,0.021548782076154436,28
[8*]CCCN,0.022201836109161377,6
[14*]c1ncnc2c([16*])cccc12,0.022980531056722004,3
[4*]C1(C)CCN([5*])CC1,0.02451213200887044,6
[16*]c1ccc2c(c1)CCc1nncc(=O)n1-2,0.02797865867614746,1
[14*]c1nc2cc(C)ccc2o1,0.028733372688293457,3
[13*][C@@H]1C=C(CO)[C@@H]([13*])O1,0.0327833890914917,1
[4*]CC1=CS(=O)(=O)c2ccccc2C1=O,0.03430759906768799,1
[5*]N1CCC[C@H](C)C1,0.037644267082214355,1
[12*]S(=O)(=O)c1cccnc1[14*],0.03777515888214111,1
[1*]C(=O)C1=C(C[4*])CS[C@@H]2[C@@H]([15*])C(=O)N12,0.03864610195159912,1
[15*][C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4C[C@H](O)[C@@]3(C)[C@]1(C)C[C@H]2O,0.04104804992675781,1
[14*]c1ncccc1F,0.04444191853205363,6
[15*]C1CC1,0.04697679315955894,309
[1*]C(=O)[C@@H]([4*])C(C)CC,0.05073869228363037,1
[16*]c1c(O)oc2ccccc2c1=O,0.05073869228363037,1
[6*]C(=O)NNc1nc2c(C)cccc2s1,0.05470860004425049,1
[15*][C@H]1CCCN2CCCC[C@H]12,0.060822367668151855,1
[4*]C1([15*])CCCC1,0.06200428009033203,10
[5*]N1CCc2cc([16*])c([14*])nc2CC1,0.06471216678619385,1
[1*]C(=O)C([8*])N,0.06566047668457031,2
[16*]c1cccc(F)c1[16*],0.0668178338270921,13
[10*]N1CC23CCC(C)(O2)C([15*])C3C1=O,0.06729757785797119,1
[6*]C(=O)N/N=C1\C[C@H]2CC[C@]1(C)C2(C)C,0.06729757785797119,1
[15*][C@H]1[C@H]([15*])CC[C@@H]1[15*],0.0699000358581543,1
[10*]N1C[C@@H](C)[C@H]([13*])OCc2cn(nn2)CCCC1=O,0.0706031322479248,1
[16*]c1cc(I)c([16*])c(I)c1,0.07242083549499512,1
[16*]c1ccc(P(C)(C)=O)nc1,0.07308590412139893,1
[9*]n1c(N)nc2cc([16*])cnc21,0.07308590412139893,1
[10*]N1C(=O)C([13*])N([10*])C1=O,0.07588070631027222,2
[16*]c1cc([16*])c(O)c(Br)c1,0.07903003692626953,1
[4*]CC(C[4*])C[8*],0.07903003692626953,1
[12*]S(=O)(=O)c1ccccc1[16*],0.08656509717305501,12
[5*]N1CCc2nn(C)c(=O)cc2C1,0.08915042877197266,1
[14*]c1cc(C)nc(C)n1,0.09111809730529785,2
[16*]c1c[nH]c2c(O)nc(N)nc12,0.09238338470458984,1
[16*]c1ccc2c(=O)ccoc2c1,0.09564197063446045,1
[3*]O/N=C1\CCCCCCCCCCC(=O)NCCC1,0.09807658195495605,1
[7*]CC1=C2N([10*])C(=O)CC2(C)CCC1,0.09819698333740234,1
[9*]n1cc2c(n1)C(F)(F)CC2(C)F,0.10030877590179443,1
[16*]c1ccc(C)c(F)c1F,0.10210919380187988,1
[15*]C1CCc2cc([16*])ccc2C1,0.10361981391906738,2
[5*]N1CCOCC1,0.11148686994586074,342
C[n+]1ccc2c(c1)[nH]c1ccc(O)c(Br)c12,0.11206972599029541,1
[5*]N1CCC2(CC1)CN(C)CC[C@H]2[15*],0.11284971237182617,1
[9*]n1cc([16*])c2ccccc2c1=O,0.11438417434692383,2
[3*]OCOP(=O)(O)O,0.11781454086303711,2
[14*]c1cc([16*])c2n1CCOC2,0.11953691641489665,3
[4*][C@@H]([8*])CC,0.11953691641489665,3
[14*]c1oc2ncnc([14*])c2c1[16*],0.12637460231781006,1
[5*]N1CCc2c([nH]c3ccc(O)cc23)C1,0.13303494453430176,1
[9*]n1c([14*])cc2cc([16*])ccc21,0.13523435592651367,2
[14*]c1ncsc1[14*],0.13586270809173584,1
[7*]C1C(=O)NC(=S)NC1=O,0.13795948028564453,2
[5*]N1C[C@@H]2N[C@H](C1)[C@@H]2[15*],0.13997232913970947,1
[16*]c1ccc(C2C(C#N)=C(N)Oc3c2sc2nc(C)cc(C)c32)cc1,0.14239823818206787,1
[16*]c1ccc(C#Cc2ccccc2)c([16*])c1,0.1441657543182373,1
[16*]c1c(Cl)cccc1Cl,0.1480284090395327,27
[1*]C(=O)C[C@H](N)C[8*],0.15031123161315918,8
[12*]S(=O)(=O)CC,0.1540215565608098,13
[16*]c1ccc(S(C)(=O)=O)cc1,0.16060797373453775,24
[16*]c1cc(C)c([16*])c(C)c1,0.17040474274579218,17
[14*]c1cc([16*])c([14*])s1,0.178342410496303,7
[14*]c1ncnc2sc(C)c(C)c12,0.17918407917022705,1
[14*]c1nc(C)cnc1C,0.17960131168365479,1
[5*]N1CCOc2c(O)cc([16*])cc2C1,0.17960131168365479,1
[14*]c1cnc2cncc([16*])c2n1,0.18099570274353027,1
[4*]CC(C)C[8*],0.18100881576538086,2
[16*]c1c(C)[nH][nH]c1=O,0.18404746055603027,2
[14*]c1nc([14*])c2sc([14*])cc2n1,0.1862102746963501,4
[15*]C1CCN(C)CC1,0.18626771654401506,28
[9*]n1nc([14*])c([16*])c1[14*],0.18682517111301422,8
[14*]c1cc([14*])on1,0.19222772121429443,32
[4*]CC(=O)C[8*],0.19521033763885498,1
[9*]n1cc(Cl)c2cc([16*])ccc21,0.19521033763885498,1
[14*]c1nc2c(c(=O)[nH]1)CCCN2C,0.19737380743026733,2
[4*]CC(=O)C(F)(F)C(F)(F)F,0.2002190351486206,1
[16*]c1cccnc1,0.2028054736909412,168
[14*]c1ccnc([14*])n1,0.2030616601308187,60
[9*]n1cnnn1,0.20641441345214845,10
[8*]CN1C(=O)COc2c(Cl)cc(Cl)cc21,0.20918214321136475,1
[16*]c1cc([16*])cc(F)c1,0.21015878518422446,12
[13*][C@H]1COc2cc(Br)ccc2O1,0.21035552024841309,1
[13*][C@H]1O[C@@H]1[13*],0.21350574493408203,2
[16*]c1c([16*])c(=O)c1=O,0.21537133057912192,6
[14*]c1oc2cc([16*])ccc2c(=O)c1[16*],0.21595138311386108,2
[13*][C@H]1NC[C@H](C(=C)c2ccc([16*])cc2)[C@@H]1[15*],0.2186044454574585,1
[5*]N1CC=C(c2c(C)[nH]c3ccc(Cl)cc23)CC1,0.2218620777130127,1
[14*]c1nc([14*])c2cccnc2c1O,0.22581243515014648,2
[14*]c1nc2c(=O)[nH]c3cc([16*])ccc3c2[nH]1,0.22636735439300537,1
[16*]c1ccccc1Cl,0.22690225416614163,93
[14*]c1nc2c([16*])c([14*])ncn2n1,0.22753047943115234,1
[4*][C@@H](CCC(=O)O)C(N)=O,0.22755277156829834,1
[14*]c1cc(C)n2nc([14*])c(S(=O)(=O)c3ccccc3)c2n1,0.22849750518798828,1
[14*]c1nsc([14*])n1,0.22977924346923828,6
[5*]NC1=NC2CS(=O)(=O)CC2S1,0.2337871789932251,1
[14*]c1cc(=O)c2c(F)cc(F)cc2[nH]1,0.23786580562591553,1
CN1CCc2cccc3c2[C@H]1Cc1ccc2c(c1-3)OCO2,0.23855721950531006,1
[9*]n1cc([16*])c2cc(F)cnc21,0.24050819873809814,1
[16*]c1ccc2c(c1)C(c1cccc(F)c1)Oc1cccc([16*])c1-2,0.24290454387664795,1
[9*]n1c([14*])c(Cl)c2c(Cl)cc([14*])nc21,0.2431565523147583,1
[16*]c1cc2ccccc2nc1O,0.24507582187652588,1
[16*]c1ccc2cn[nH]c2c1,0.2465282678604126,3
[5*]N1CCN(C)[C@@H](C)C1,0.251162052154541,1
[13*][C@@H]1C=C[C@@H]([13*])O1,0.25148677825927734,1
[9*]n1cc(F)c(=O)[nH]c1=O,0.25148677825927734,1
[14*]c1cc2ncnc([14*])c2cn1,0.2537182569503784,1
[1*]C(=O)[C@H]([4*])C[8*],0.25454828955910425,11
[5*]N1Cc2ccc([16*])cc2C1,0.25457942485809326,1
[9*]n1c([14*])nc([14*])c1[14*],0.25731440385182697,3
[10*]N1C(=O)c2ccccc2C2(CC(=O)N(C)C2=O)C1=O,0.2588876485824585,1
[5*]N1CC[C@@]([15*])(O)[C@H]1C,0.25938618183135986,1
[3*]ON=C(N)c1ccccn1,0.26077842712402344,1
[14*]c1cc(N)ncn1,0.2624232769012451,3
[14*]c1[nH]c2c(C#N)cnn2c(=O)c1[16*],0.2624478340148926,1
[5*]N1c2c(N)nc(N)nc2CCC1[13*],0.2672428488731384,2
[15*][C@H]1CN2CCC1CC2,0.2734685738881429,3
